1	0	10029
2	10029	18612
3	28641	11784
4	40425	12156
5	52581	9376
6	61957	8845
7	70802	7150
8	77952	13992
11	91944	14204
15	106148	17984
16	124132	16356
17	140488	5334
18	145822	2310
19	148132	4283
20	152415	8603
21	161018	12566
22	173584	3006
23	176590	9140
24	185730	4457
25	190187	12616
26	202803	10189
27	212992	5419
28	218411	1958
29	220369	6973
30	227342	6440
31	233782	3944
32	237726	7843
33	245569	14084
34	259653	4551
35	264204	5639
36	269843	2124
37	271967	4167
38	276134	3896
39	280030	2858
40	282888	3129
41	286017	9387
42	295404	4568
43	299972	2884
44	302856	2380
45	305236	9636
46	314872	4700
47	319572	6061
48	325633	7132
49	332765	5266
50	338031	3593
51	341624	3730
52	345354	17362
53	362716	2396
54	365112	4427
55	369539	5854
56	375393	2494
57	377887	6474
58	384361	3575
59	387936	4917
60	392853	16103
61	408956	2572
62	411528	3204
63	414732	5184
64	419916	8956
65	428872	7046
66	435918	8782
67	444700	21617
68	466317	17850
69	484167	5380
70	489547	5082
71	494629	3955
72	498584	7028
73	505612	5859
74	511471	2694
75	514165	5039
76	519204	10049
77	529253	4489
78	533742	4633
79	538375	8056
80	546431	5597
81	552028	2397
82	554425	4460
83	558885	8178
84	567063	3922
85	570985	11532
86	582517	8879
87	591396	3940
88	595336	1900
89	597236	3983
90	601219	4395
91	605614	3484
92	609098	5496
93	614594	15793
94	630387	31766
95	662153	11795
96	673948	2815
97	676763	3534
98	680297	2193
99	682490	4107
100	686597	3571
101	690168	2482
102	692650	9570
103	702220	2622
104	704842	2927
105	707769	4144
106	711913	3559
107	715472	2897
108	718369	13620
109	731989	3387
110	735376	978
111	736354	3023
112	739377	4320
113	743697	3243
114	746940	9880
115	756820	7694
116	764514	4463
117	768977	11832
118	780809	13905
121	794714	610
123	795324	13450
124	808774	7538
125	816312	29570
126	845882	6378
127	852260	9972
128	862232	7905
129	870137	4344
130	874481	6784
131	881265	6238
132	887503	3198
133	890701	2555
134	893256	1586
135	894842	4020
136	898862	3260
137	902122	3848
138	905970	2989
139	908959	28746
140	937705	7252
141	944957	6270
142	951227	1765
143	952992	1800
144	954792	1544
145	956336	1225
146	957561	821
147	958382	1409
148	959791	829
149	960620	1484
150	962104	817
151	962921	830
152	963751	1425
153	965176	1433
154	966609	1537
156	968146	874
157	969020	1492
158	970512	877
159	971389	1500
160	972889	1403
161	974292	865
162	975157	1428
164	976585	871
165	977456	1513
166	978969	1511
167	980480	1472
168	981952	815
169	982767	834
170	983601	1430
171	985031	866
173	985897	1408
175	987305	1424
176	988729	1416
177	990145	817
178	990962	1477
179	992439	1486
180	993925	1360
181	995285	1455
182	996740	1501
183	998241	818
184	999059	1465
185	1000524	1687
186	1002211	1415
187	1003626	1473
188	1005099	1443
190	1006542	1371
191	1007913	1378
192	1009291	882
193	1010173	1516
194	1011689	831
195	1012520	824
196	1013344	850
197	1014194	813
199	1015007	823
200	1015830	824
201	1016654	1557
202	1018211	812
203	1019023	1464
204	1020487	1453
205	1021940	829
206	1022769	253
207	1023022	253
208	1023275	283
209	1023558	242
210	1023800	307
211	1024107	235
212	1024342	244
213	1024586	226
214	1024812	233
215	1025045	247
216	1025292	259
218	1025551	220
219	1025771	277
220	1026048	241
222	1026289	241
223	1026530	238
224	1026768	268
225	1027036	271
227	1027307	2565
228	1029872	5105
229	1034977	3704
231	1038681	4824
233	1043505	3290
235	1046795	2813
236	1049608	4811
237	1054419	8197
238	1062616	10039
239	1072655	1304
240	1073959	7511
241	1081470	16477
242	1097947	6771
243	1104718	8756
244	1113474	5359
246	1118833	1433
247	1120266	3831
248	1124097	3722
249	1127819	1500
250	1129319	9737
251	1139056	12153
252	1151209	8348
256	1159557	2836
257	1162393	3184
258	1165577	24379
259	1189956	2013
260	1191969	2947
261	1194916	1153
263	1196069	17666
265	1213735	3836
266	1217571	211
267	1217782	216
268	1217998	208
269	1218206	221
272	1218427	213
274	1218640	221
276	1218861	6478
277	1225339	14292
278	1239631	14164
279	1253795	795
280	1254590	459
281	1255049	303
282	1255352	2069
283	1257421	896
284	1258317	2429
285	1260746	1847
286	1262593	2741
287	1265334	3317
288	1268651	2008
289	1270659	2383
290	1273042	1670
291	1274712	2390
292	1277102	1684
293	1278786	1675
294	1280461	1341
295	1281802	5119
296	1286921	1527
297	1288448	3560
298	1292008	2318
299	1294326	1307
300	1295633	3632
301	1299265	2159
302	1301424	4701
303	1306125	291
304	1306416	280
305	1306696	291
306	1306987	304
307	1307291	290
308	1307581	308
309	1307889	90
310	1307979	90
311	1308069	5956
312	1314025	8268
313	1322293	26669
314	1348962	12008
315	1360970	15362
316	1376332	40215
317	1416547	32908
318	1449455	4951
319	1454406	15289
320	1469695	23279
321	1492974	4140
322	1497114	2285
323	1499399	2732
324	1502131	4191
325	1506322	8820
326	1515142	5431
327	1520573	247
328	1520820	3288
329	1524108	8603
330	1532711	2750
331	1535461	2402
332	1537863	4313
333	1542176	1991
334	1544167	2688
335	1546855	2119
336	1548974	1421
337	1550395	6601
338	1556996	3278
339	1560274	21048
340	1581322	4878
341	1586200	1612
342	1587812	7388
343	1595200	305
345	1595505	6016
346	1601521	4576
347	1606097	5067
348	1611164	2890
349	1614054	1982
350	1616036	10470
351	1626506	2323
352	1628829	4614
353	1633443	7472
354	1640915	5647
355	1646562	6347
356	1652909	5648
357	1658557	7720
358	1666277	10136
359	1676413	11130
360	1687543	13458
361	1701001	5012
362	1706013	8053
363	1714066	4648
364	1718714	3501
365	1722215	3938
366	1726153	5049
367	1731202	2252
368	1733454	1890
369	1735344	2506
370	1737850	4306
371	1742156	3300
372	1745456	3172
373	1748628	4251
374	1752879	2811
375	1755690	8386
376	1764076	11147
377	1775223	12666
378	1787889	1201
379	1789090	5648
380	1794738	4151
381	1798889	5182
382	1804071	18817
383	1822888	5521
384	1828409	5422
385	1833831	17798
397	1851629	3373
398	1855002	7828
399	1862830	5370
401	1868200	5221
403	1873421	8039
406	1881460	9239
408	1890699	2258
411	1892957	6981
412	1899938	24114
414	1924052	7381
415	1931433	12595
