1	0	10029
2	10029	18612
3	28641	11784
4	40425	12156
5	52581	9376
6	61957	8845
7	70802	7150
8	77952	13992
9	91944	16551
10	108495	14698
11	123193	14204
12	137397	21573
13	158970	21130
14	180100	15194
15	195294	17984
16	213278	16356
17	229634	5334
18	234968	2310
19	237278	4283
20	241561	8603
21	250164	12566
22	262730	3006
23	265736	9140
24	274876	4457
25	279333	12616
26	291949	10189
27	302138	5419
28	307557	1958
29	309515	6973
30	316488	6440
31	322928	3944
32	326872	7843
33	334715	14084
34	348799	4551
35	353350	5639
36	358989	2124
37	361113	4167
38	365280	3896
39	369176	2858
40	372034	3129
41	375163	9387
42	384550	4568
43	389118	2884
44	392002	2380
45	394382	9636
46	404018	4700
47	408718	6061
48	414779	7132
49	421911	5266
50	427177	3593
51	430770	3730
52	434500	17362
53	451862	2396
54	454258	4427
55	458685	5854
56	464539	2494
57	467033	6474
58	473507	3575
59	477082	4917
60	481999	16103
61	498102	2572
62	500674	3204
63	503878	5184
64	509062	8956
65	518018	7046
66	525064	8782
67	533846	21617
68	555463	17850
69	573313	5380
70	578693	5082
71	583775	3955
72	587730	7028
73	594758	5859
74	600617	2694
75	603311	5039
76	608350	10049
77	618399	4489
78	622888	4633
79	627521	8056
80	635577	5597
81	641174	2397
82	643571	4460
83	648031	8178
84	656209	3922
85	660131	11532
86	671663	8879
87	680542	3940
88	684482	1900
89	686382	3983
90	690365	4395
91	694760	3484
92	698244	5496
93	703740	15793
94	719533	31766
95	751299	11795
96	763094	2815
97	765909	3534
98	769443	2193
99	771636	4107
100	775743	3571
101	779314	2482
102	781796	9570
103	791366	2622
104	793988	2927
105	796915	4144
106	801059	3559
107	804618	2897
108	807515	13620
109	821135	3387
110	824522	978
111	825500	3023
112	828523	4320
113	832843	3243
114	836086	9880
115	845966	7694
116	853660	4463
117	858123	11832
118	869955	13905
119	883860	3584
120	887444	1707
121	889151	610
122	889761	13925
123	903686	13450
124	917136	7538
125	924674	29570
126	954244	6378
127	960622	9972
128	970594	7905
129	978499	4344
130	982843	6784
131	989627	6238
132	995865	3198
133	999063	2555
134	1001618	1586
135	1003204	4020
136	1007224	3260
137	1010484	3848
138	1014332	2989
139	1017321	28746
140	1046067	7252
141	1053319	6270
142	1059589	1765
143	1061354	1800
144	1063154	1544
145	1064698	1225
146	1065923	821
147	1066744	1409
148	1068153	829
149	1068982	1484
150	1070466	817
151	1071283	830
152	1072113	1425
153	1073538	1433
154	1074971	1537
155	1076508	1548
156	1078056	874
157	1078930	1492
158	1080422	877
159	1081299	1500
160	1082799	1403
161	1084202	865
162	1085067	1428
163	1086495	866
164	1087361	871
165	1088232	1513
166	1089745	1511
167	1091256	1472
168	1092728	815
169	1093543	834
170	1094377	1430
171	1095807	866
172	1096673	1426
173	1098099	1408
174	1099507	1442
175	1100949	1424
176	1102373	1416
177	1103789	817
178	1104606	1477
179	1106083	1486
180	1107569	1360
181	1108929	1455
182	1110384	1501
183	1111885	818
184	1112703	1465
185	1114168	1687
186	1115855	1415
187	1117270	1473
188	1118743	1443
189	1120186	1431
190	1121617	1371
191	1122988	1378
192	1124366	882
193	1125248	1516
194	1126764	831
195	1127595	824
196	1128419	850
197	1129269	813
198	1130082	1535
199	1131617	823
200	1132440	824
201	1133264	1557
202	1134821	812
203	1135633	1464
204	1137097	1453
205	1138550	829
206	1139379	253
207	1139632	253
208	1139885	283
209	1140168	242
210	1140410	307
211	1140717	235
212	1140952	244
213	1141196	226
214	1141422	233
215	1141655	247
216	1141902	259
217	1142161	220
218	1142381	220
219	1142601	277
220	1142878	241
221	1143119	203
222	1143322	241
223	1143563	238
224	1143801	268
225	1144069	271
226	1144340	3623
227	1147963	2565
228	1150528	5105
229	1155633	3704
230	1159337	3794
231	1163131	4824
232	1167955	3711
233	1171666	3290
234	1174956	4541
235	1179497	2813
236	1182310	4811
237	1187121	8197
238	1195318	10039
239	1205357	1304
240	1206661	7511
241	1214172	16477
242	1230649	6771
243	1237420	8756
244	1246176	5359
245	1251535	2689
246	1254224	1433
247	1255657	3831
248	1259488	3722
249	1263210	1500
250	1264710	9737
251	1274447	12153
252	1286600	8348
253	1294948	3526
254	1298474	4873
255	1303347	2091
256	1305438	2836
257	1308274	3184
258	1311458	24379
259	1335837	2013
260	1337850	2947
261	1340797	1153
262	1341950	2170
263	1344120	17666
264	1361786	14928
265	1376714	3836
266	1380550	211
267	1380761	216
268	1380977	208
269	1381185	221
270	1381406	235
271	1381641	233
272	1381874	213
273	1382087	235
274	1382322	221
275	1382543	227
276	1382770	6478
277	1389248	14292
278	1403540	14164
279	1417704	795
280	1418499	459
281	1418958	303
282	1419261	2069
283	1421330	896
284	1422226	2429
285	1424655	1847
286	1426502	2741
287	1429243	3317
288	1432560	2008
289	1434568	2383
290	1436951	1670
291	1438621	2390
292	1441011	1684
293	1442695	1675
294	1444370	1341
295	1445711	5119
296	1450830	1527
297	1452357	3560
298	1455917	2318
299	1458235	1307
300	1459542	3632
301	1463174	2159
302	1465333	4701
303	1470034	291
304	1470325	280
305	1470605	291
306	1470896	304
307	1471200	290
308	1471490	308
309	1471798	90
310	1471888	90
311	1471978	5956
312	1477934	8268
313	1486202	26669
314	1512871	12008
315	1524879	15362
316	1540241	40215
317	1580456	32908
318	1613364	4951
319	1618315	15289
320	1633604	23279
321	1656883	4140
322	1661023	2285
323	1663308	2732
324	1666040	4191
325	1670231	8820
326	1679051	5431
327	1684482	247
328	1684729	3288
329	1688017	8603
330	1696620	2750
331	1699370	2402
332	1701772	4313
333	1706085	1991
334	1708076	2688
335	1710764	2119
336	1712883	1421
337	1714304	6601
338	1720905	3278
339	1724183	21048
340	1745231	4878
341	1750109	1612
342	1751721	7388
343	1759109	305
344	1759414	36391
345	1795805	6016
346	1801821	4576
347	1806397	5067
348	1811464	2890
349	1814354	1982
350	1816336	10470
351	1826806	2323
352	1829129	4614
353	1833743	7472
354	1841215	5647
355	1846862	6347
356	1853209	5648
357	1858857	7720
358	1866577	10136
359	1876713	11130
360	1887843	13458
361	1901301	5012
362	1906313	8053
363	1914366	4648
364	1919014	3501
365	1922515	3938
366	1926453	5049
367	1931502	2252
368	1933754	1890
369	1935644	2506
370	1938150	4306
371	1942456	3300
372	1945756	3172
373	1948928	4251
374	1953179	2811
375	1955990	8386
376	1964376	11147
377	1975523	12666
378	1988189	1201
379	1989390	5648
380	1995038	4151
381	1999189	5182
382	2004371	18817
383	2023188	5521
384	2028709	5422
385	2034131	17798
386	2051929	4463
387	2056392	11832
388	2068224	13905
389	2082129	3584
390	2085713	1707
391	2087420	610
392	2088030	13925
393	2101955	13450
394	2115405	7538
395	2122943	29570
396	2152513	11129
397	2163642	3373
398	2167015	7828
399	2174843	5370
400	2180213	11547
401	2191760	5221
402	2196981	16196
403	2213177	8039
404	2221216	11435
405	2232651	19992
406	2252643	9239
407	2261882	18433
408	2280315	2258
409	2282573	13022
410	2295595	10751
411	2306346	6981
412	2313327	24114
413	2337441	24087
414	2361528	7381
415	2368909	12595
